id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif,if_intra_domain_notch,notch_center,if_intra_domain_dynamic_notch,dynamic_notch_center,if_intra_domain_MYC,PD31_peak,PD9_peak,all_patients_peaks
89477,chr2,113199019,113199405,113199268,113199287,9.47e-08,-,1,653,Intron,113199277,113099277.0,113299277.0,0,3,653,8,3,771,0.79,19.1,21.23,-4.85,1.482e-06,0.00013738914328036627,-0.31,0.7572,0.9414439179268234,-46.51,4.92e-12,1.1252726511627907e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,65.00653917647057,17,79.74206000000002,2,1,113173920,0,,0,0,0,0
98756,chr2,157597370,157597765,157597598,157597617,5.54e-07,-,1,589,Distal,157597607,157336326.0,157777649.0,0,2,589,8,3,771,0.54,15.23,7.31,-3.99,7.117e-05,0.003563049373136499,2.86,0.0043170000000000005,0.08055369417791511,-19.19,1.308e-08,2.972813245295477e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,ACVR1C,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,ACVR1C,,82.56766344444446,18,,0,0,,0,,0,0,0,0
99613,chr2,160269952,160270357,160270170,160270189,3.88e-05,-,1,640,Promoter,160270179,160170179.0,160370179.0,0,3,640,8,3,771,0.21,15.78,9.89,-4.24,2.472e-05,0.001480982062483683,1.58,0.1147,0.8174880559466622,-9.47,5.6079999999999995e-06,0.0011908420209747073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,53.26342477777778,18,,0,0,,0,,0,0,1,1
102250,chr2,172172308,172172745,N,N,N,N,N,707,Distal,172172526,172072526.0,172593902.0,0,2,707,8,3,771,0.52,13.83,14.14,-5.65,2.215e-08,3.5694527972846434e-06,-0.08,0.937,0.9846920450139371,-12.28,6.342e-07,0.00014074844352030948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,ITGA6,,59.21196540833334,24,,0,1,"172103017,172423450",0,,0,0,1,1
106103,chr2,189674128,189674641,189674468,189674487,3.82e-06,+,2,677,Promoter,189674477,189574477.0,189774477.0,0,3,677,8,3,771,0.27,22.27,15.49,-5.33,1.3230000000000001e-07,1.7008245882352944e-05,1.45,0.1471,0.9002471877250221,-14.8,1.268e-07,2.852705790849673e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,91.64889949473684,19,96.57893333333334,3,0,,0,,1,1,1,2
107877,chr2,197785948,197786401,197786104,197786123,5.43e-07,-,2,574,Promoter,197786113,197686113.0,197886113.0,1,3,574,8,3,771,1.17,16.55,7.32,-2.94,0.0033880000000000004,0.07645951326012129,2.69,0.007204,0.12272506287891913,-8.52,1.331e-05,0.0027376725395876905,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,83.14261546153845,26,94.454245,2,1,"197847849,197852220",1,197847664,1,1,0,1
122021,chr3,9946515,9946865,9946630,9946649,1.18e-05,-,2,566,Promoter,9946639,9727401.0,10046639.0,0,3,566,8,3,771,0.24,17.47,15.87,-3.67,0.00025860000000000005,0.010216213669229887,0.23,0.8184,0.9553990653064548,-28.49,3.932e-10,8.981097637690777e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,14.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,,,3.0,2.0,1.0,1.0,"CAMK1,CRELD1,OGG1",CAMK1,71.53483139393941,33,80.94468933333334,3,1,"9731446,9731767,9749947,9902143,9933697,9986859,10026380,10026723",0,,1,0,0,0
127995,chr3,31531668,31532773,31532569,31532588,1.46e-05,+,2,559,Promoter,31532578,31432578.0,31632578.0,1,2,559,8,3,771,3.12,4.74,3.63,-0.47,0.6396,0.9492256234478476,0.63,0.5266,0.9168571357814068,-1.22,0.2547,0.7644871186705479,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,STT3B,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,STT3B,,0.0,0.0,0.0,0.0,,,-0.4007696631578948,19,-0.005358000000000085,1,1,"31532054,31532396",0,,1,0,0,0
130196,chr3,40505636,40506072,40505862,40505881,6.51e-05,+,1,603,Promoter,40505871,40317243.0,40605871.0,0,2,603,8,3,771,0.98,5.88,6.11,-3.92,9.491e-05,0.004513906486355785,-0.1,0.9169,0.9800343902931312,-2.94,0.01645,0.5283254980172615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,ZNF619,,,0,,0,1,40453271,0,,1,0,0,0
130690,chr3,42501607,42502078,42501643,42501662,1.02e-05,-,2,581,Intron,42501652,42247665.0,42601652.0,1,3,581,8,3,771,1.71,17.75,8.08,-2.97,0.003077,0.07105991388795706,2.76,0.005992,0.10565174080524536,-8.19,1.837e-05,0.0037118992456706772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,VIPR1,,,0,,0,1,"42582029,42590834,42600576",0,,0,0,1,1
132471,chr3,48664090,48664559,48664272,48664291,2.06e-05,-,1,726,Promoter,48664281,48564281.0,48764281.0,1,2,726,8,3,771,0.7,12.47,14.32,-6.96,7.051000000000001e-12,2.566955515071391e-09,-0.58,0.5642,0.9168571357814068,-4.73,0.001073,0.11601764049002668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,87.79627021538462,13,,0,1,"48635560,48656256,48661841,48685638,48717308",0,,0,0,0,0
153077,chr3,138348042,138348627,N,N,N,N,N,596,Promoter,138348334,138119061.0,138448334.0,0,2,596,8,3,771,0.29,3.71,5.05,-3.43,0.0006307999999999999,0.020799933576013032,-0.59,0.5555,0.9168571357814068,-3.7,0.004918,0.30984660217809096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,DBR1,,0.0,0.0,0.0,0.0,,,80.96921652499995,40,90.03791900000002,2,1,138187520,0,,1,0,0,0
156470,chr3,150763822,150764252,150764065,150764084,5.42e-05,+,1,686,Promoter,150764074,150664074.0,150865483.0,1,2,686,8,3,771,4.4,12.2,9.33,-3.71,0.000225,0.00911692319011183,1.32,0.1857,0.9168571357814068,-4.28,0.002049,0.18061344699103712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.693651033333333,18,0.9685,2,1,"150752186,150763255",0,,1,0,0,0
158685,chr3,158672282,158672990,158672779,158672798,8.08e-07,+,2,621,Promoter,158672788,158572788.0,158791516.0,0,3,621,8,3,771,3.13,14.92,8.58,-2.79,0.005422,0.10859916900875738,1.99,0.04689,0.4974716178396954,-5.48,0.000388,0.054038125025288285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,158644427,0,,1,1,1,2
185191,chr4,87353482,87353888,87353676,87353695,1.54e-06,+,1,668,Intron,87353685,87253685.0,87465961.0,1,2,668,8,3,771,1.96,7.21,9.5,-4.12,4.202e-05,0.0023009693429844103,-0.77,0.4424,0.9168571357814068,-3.25,0.009989,0.44092826885098746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,HSD17B11,,,0,,0,0,,0,,0,1,1,2
194506,chr4,143558897,143559237,143559077,143559096,6.82e-06,+,2,598,Promoter,143559086,143459086.0,143774172.0,0,3,598,8,3,771,0.71,20.71,13.23,-3.46,0.000566,0.019102402882635552,1.27,0.2061,0.9168571357814068,-21.77,4.289e-09,9.770588951025812e-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,GUSBP5,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,GUSBP5,,27.53287171428572,7,,0,0,,0,,0,1,1,2
233819,chr5,141397658,141398026,N,N,N,N,N,540,Promoter,141397842,141297842.0,141512517.0,0,3,540,8,3,771,1.42,12.26,7.85,-3.13,0.001836,0.04784810887341005,1.31,0.1895,0.9168571357814068,-12.21,6.661e-07,0.00014773278250644332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,54.263836399999995,2,,0,1,141320842,0,,0,0,0,0
240658,chr5,171336945,171337286,171337134,171337153,2.3e-05,-,1,656,Distal,171337143,171237143.0,171437143.0,0,2,656,8,3,771,0.41,7.27,12.48,-4.64,4.104e-06,0.0003282575364238411,-1.23,0.2207,0.9168571357814068,-4.31,0.001968,0.17576910638297874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,NPM1,,0.0,0.0,0.0,0.0,,,,0,,0,1,"171307215,171387555",1,171426591,1,1,1,2
244513,chr6,1523925,1524314,1524124,1524143,1.02e-05,+,3,574,Distal,1524133,1424133.0,1624133.0,0,3,574,8,3,771,0.4,20.25,8.86,-3.46,0.0005625,0.019015974882144963,2.85,0.0044729999999999995,0.0829229276154571,-18.09,2.201e-08,4.990883494729908e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,79.13698806315789,19,72.26435400000003,4,1,"1527263,1595309",1,1595668,0,1,0,1
244523,chr6,1555041,1555389,1555213,1555232,2.78e-08,-,1,610,Distal,1555222,1436852.0,1655222.0,0,3,610,8,3,771,1.63,17.02,12.8,-3.66,0.0002674,0.010494009497206705,0.85,0.3971,0.9168571357814068,-11.75,9.176999999999999e-07,0.0002023610804932736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,50.98494885714285,21,64.723704,4,1,"1527263,1595309",1,1595668,0,0,1,1
252342,chr6,28399354,28399956,N,N,N,N,N,582,Promoter,28399655,28299655.0,29399655.0,0,3,582,8,3,771,0.18,15.84,5.97,-4.02,6.304e-05,0.003217807085341441,4.19,3.072e-05,0.0010523231765935212,-7.21,5.052e-05,0.009448365411572941,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,ZSCAN12,ZSCAN12,87.0,59.0,1.0,1.0,6.0,2.0,0.0,0.0,"AIF1,CFB,FKBPL,NELFE,VARS,ZNRD1",,18.0,17.0,1.0,1.0,"AGER,ATP6V1G2,B3GALT4,GPSM3,HCG4,HLA-DMB,HLA-DQA1,HLA-E,HLA-H,HLA-J,HSPA1A,HSPA1L,NCR3,PBX2,PHF1,RGL2,TAP1,ZSCAN12",ZSCAN12,62.01763046,10,,0,1,28349898,0,,0,0,1,1
256025,chr6,41442608,41443089,41442899,41442918,3.06e-06,+,2,561,Distal,41442908,41319010.0,41542908.0,0,2,561,8,3,771,0.45,5.47,5.91,-2.9,0.003895000000000001,0.08498988763866877,-0.14,0.8854,0.9723576548623862,-4.71,0.001101,0.11815437708495713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,41.92886191666667,24,37.4117825,4,1,"41333957,41345154,41415951,41416410,41417700",0,,0,0,0,0
257320,chr6,45419487,45419923,45419777,45419796,7.7e-05,-,1,545,Distal,45419786,44655679.0,45714928.0,0,2,545,8,3,771,0.73,8.87,6.71,-3.32,0.000926,0.02813014094078193,0.73,0.4631,0.9168571357814068,-4.22,0.002232,0.190240624984524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,SUPT3H,,82.41160743636364,22,38.87301800000001,3,1,45310660,0,,1,1,1,2
277979,chr6,150069241,150069572,150069346,150069365,8.1e-06,-,1,598,Promoter,150069355,149969355.0,150169355.0,0,2,598,8,3,771,1.75,7.85,10.9,-4.51,7.322999999999997e-06,0.000533929841876721,-0.92,0.3571,0.9168571357814068,-2.41,0.03951,0.6720985863602671,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.5073291647058826,17,,0,1,"149989735,149991013,150005305",1,149990290,0,0,0,0
279965,chr6,157235537,157236044,157235808,157235827,1.49e-05,-,1,539,Distal,157235817,157135817.0,157335817.0,1,3,539,8,3,771,0.76,15.24,7.31,-3.09,0.002054,0.05216102275996901,2.29,0.02222,0.29469238614471754,-14.17,1.843e-07,4.134163072662106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,93.614515,4,,0,1,"157274855,157323550",0,,0,0,0,0
290550,chr7,25895265,25895708,25895523,25895542,1.04e-06,-,1,671,Distal,25895532,25795532.0,25995532.0,1,3,671,8,3,771,2.88,17.31,11.59,-4.57,5.776e-06,0.0004381670417630853,1.84,0.06661,0.6182671424719222,-7.76,2.809e-05,0.005520402686268912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,74.40356615555554,18,58.91891999999999,1,1,"25862696,25951267",0,,0,1,1,2
291165,chr7,27774761,27775125,27774898,27774917,2.56e-05,-,1,621,Intron,27774907,27674907.0,27874907.0,1,2,621,8,3,771,2.74,11.85,10.84,-3.1,0.00198,0.05073093230116491,0.24,0.8136,0.9542828716442424,-4.55,0.001384,0.13842593868952496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,27740132,0,,0,0,0,0
300438,chr7,66413663,66414103,66413820,66413839,5.01e-06,+,2,596,Distal,66413829,66031045.0,67000870.0,0,2,596,8,3,771,0.41,8.51,9.14,-3.81,0.0001484,0.006506774320107,-0.17,0.8649,0.9675762617915904,-4.41,0.001695,0.1590197812755519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,"KCTD7,SBDS",,57.8216815,4,,0,1,"66075702,66114851,66493578,66592423,66628685,66654466,66682050,66740390,66844975,66921117,66995721,66996587",0,,1,0,0,0
307813,chr7,98401182,98401708,98401325,98401344,3.85e-06,-,1,698,Promoter,98401334,98301334.0,98501334.0,1,2,698,8,3,771,0.44,6.45,12.26,-4.98,7.991e-07,8.069878449464574e-05,-1.5,0.1351,0.8740168766973959,-3.89,0.0036659999999999996,0.2596749371334499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,82.47945063076925,13,90.42866533333336,3,0,,0,,0,0,0,0
319992,chr7,143345277,143345743,143345608,143345627,3.22e-05,+,2,590,Exon,143345617,143245617.0,143445617.0,1,3,590,8,3,771,0.69,17.5,7.44,-3.39,0.00073,0.02332466211825861,3.09,0.002068,0.043322718398149836,-15.1,1.067e-07,2.403644446989529e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,52.805019,12,,0,0,,0,,1,1,1,2
