id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif
23695,chr1,96358122,96358370,96358243,96358262,7.43e-06,+,1,52,Intron,96358252,96236328.0,96845656.0,40,0,52,45,5,771,10.61,0.16,1.16,20.07,5.092999999999997e-73,9.739358047222219e-69,-0.73,0.4626,0.9858036322454572,6.43,5.522e-08,1.4653297375014454e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-25.2,5,,0
24000,chr1,98406679,98407036,N,N,N,N,N,92,Distal,98406857,98054309.0,98794478.0,27,0,92,45,5,771,3.19,0.51,1.04,10.73,3.448e-25,7.045720368061737e-23,-0.92,0.3568,0.9858036322454572,3.87,0.00032439999999999997,0.003369031613565049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SNX7,,0.0,0.0,0.0,0.0,,,-42.25,2,,0
27621,chr1,113388562,113388860,113388694,113388713,2.28e-05,-,1,153,Distal,113388703,113140682.0,113678087.0,22,0,153,45,5,771,4.32,2.72,2.02,6.91,9.951e-12,4.915021508824797e-10,0.72,0.4718,0.9858036322454572,1.88,0.06639,0.2452737510062144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,MAGI3,,-16.5,4,-14.0,2
32921,chr1,152107659,152108613,152107861,152107880,2.63e-06,-,6,141,Exon,152107870,152007870.0,152207870.0,41,0,141,45,5,771,6.74,0.99,1.85,11.26,1.9879999999999997e-27,5.037161766654397e-25,-0.68,0.4998,0.9858036322454572,5.39,2.145e-06,3.9833837905640525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-8.714285714285714,21,-12.0,1
35126,chr1,159775771,159776119,159775916,159775935,2.69e-07,-,1,121,Distal,159775925,159214337.0,159875925.0,34,0,121,45,5,771,7.22,1.34,2.44,11.96,1.891e-30,6.3627528787878775e-28,-0.95,0.3412,0.9858036322454572,4.36,6.948e-05,0.000878442028980184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-41.75,4,,0
35242,chr1,160163657,160163974,160163837,160163856,4.23e-05,-,1,142,Intron,160163846,160063846.0,160263846.0,23,0,142,45,5,771,4.14,0.88,2.31,4.98,7.702e-07,1.7621988627073018e-05,-1.31,0.1901,0.9858036322454572,4.71,2.145e-05,0.0003109651494093121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,"ATP1A2,IGSF8",,-6.0,2,,0
37523,chr1,168709983,168710478,168710304,168710323,7.5e-07,+,1,111,Intron,168710313,168610313.0,169348639.0,35,0,111,45,5,771,3.88,0.33,1.02,13.32,9.799e-37,5.673604517241379e-34,-1.09,0.2768,0.9858036322454572,6.13,1.6079999999999998e-07,3.857121365853659e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,ATP1B1,ATP1B1,1.0,1.0,0.0,0.0,DPT,,-90.16666666666669,3,,0
41291,chr1,181232550,181232913,181232718,181232737,5.3e-05,+,1,148,Distal,181232727,181132727.0,181425130.0,24,0,148,45,5,771,2.95,0.41,1.36,7.33,5.445e-13,3.1415486967817626e-11,-1.49,0.1374,0.9224437026418184,4.7,2.219e-05,0.0003205388289479206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-19.0,5,,0
43225,chr1,186991520,186991889,186991767,186991786,4.55e-05,-,1,144,Distal,186991776,186891776.0,187091776.0,27,0,144,45,5,771,4.06,0.58,1.47,11.97,1.6969999999999994e-30,5.738035427308447e-28,-1.43,0.1541,0.9519301972291015,4.51,4.218e-05,0.0005662292615486612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-68.25,2,,0
43725,chr1,189619934,189620274,189620132,189620151,2.53e-06,+,1,154,Distal,189620141,188620141.0,189859578.0,36,0,154,45,5,771,6.4,0.06,1.52,15.71,9.447999999999999e-49,1.4486140739420928e-45,-1.63,0.1039,0.8406032729665888,5.74,6.314e-07,1.3237729035205262e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-90.75,2,,0
43738,chr1,189673284,189673590,189673426,189673445,3.47e-05,-,1,150,Distal,189673435,188673435.0,189859578.0,34,0,150,45,5,771,5.04,0.25,1.4,13.0,3.028e-35,1.5238033713450294e-32,-1.43,0.1517,0.9479841991558118,5.02,7.5720000000000005e-06,0.00012324824182527482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-8.0,4,,0
44997,chr1,195763074,195763655,N,N,N,N,N,128,Distal,195763364,194763364.0,196318124.0,34,0,128,45,5,771,3.34,0.28,0.97,10.65,7.16e-25,1.4209142807725568e-22,-1.06,0.29,0.9858036322454572,4.7,2.209e-05,0.0003193154143832021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-89.25,12,-100.0,1
47773,chr1,204302818,204303093,204302936,204302955,3.29e-05,+,1,149,Intron,204302945,204202945.0,204402945.0,25,0,149,45,5,771,4.07,0.4,1.75,8.44,1.4980000000000001e-16,1.2910198322483723e-14,-1.67,0.09508,0.8115633362263496,5.42,1.935e-06,3.6274544971816025e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-11.375,4,,0
53650,chr1,223653973,223654451,223654103,223654122,8.77e-05,+,1,58,Intron,223654112,223554112.0,223754112.0,30,0,58,45,5,771,3.54,0.37,0.85,15.91,8.488999999999996e-50,1.4150299711864409e-46,-1.02,0.3099,0.9858036322454572,4.28,8.984e-05,0.0011010942025992524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,CAPN8,,-33.49999999999999,5,,0
54873,chr1,227805539,227805885,227805689,227805708,3.44e-05,+,1,108,Distal,227805698,227705698.0,227946791.0,24,0,108,45,5,771,3.47,0.3,1.24,7.73,3.157e-14,2.100889659739004e-12,-1.1,0.2708,0.9858036322454572,4.53,3.891e-05,0.0005274232572654958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-65.91666666666667,6,-36.0,2
56058,chr1,231206989,231207252,N,N,N,N,N,117,Intron,231207120,231092121.0,231315992.0,28,0,117,45,5,771,8.44,0.38,2.96,10.34,1.258e-23,2.2297726107106077e-21,-1.66,0.09737,0.8197066587996479,6.02,2.3019999999999998e-07,5.323178791441336e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,"C1orf131,GNPAT",,0.0,0.0,0.0,0.0,,,-4.375,8,,0
57700,chr1,236141093,236141803,236141634,236141653,6.6e-05,-,1,109,Promoter,236141643,236041643.0,236452187.0,33,0,109,45,5,771,3.11,0.54,1.29,10.09,1.2419999999999998e-22,1.9935388622056415e-20,-1.43,0.1541,0.9519301972291015,5.34,2.486e-06,4.543591191228396e-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-0.6951219512195121,41,-4.0,1
58461,chr1,239792072,239792436,239792270,239792289,7.83e-06,+,1,119,Intron,239792279,239405654.0,239898337.0,37,0,119,45,5,771,5.31,1.06,1.33,14.34,9.933e-42,8.722149562499998e-39,-0.33,0.7382,0.9878669772957002,4.42,5.576e-05,0.0007237466965817606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
58468,chr1,239815924,239816283,N,N,N,N,N,86,Intron,239816103,239405654.0,239916103.0,27,0,86,45,5,771,5.05,0.37,1.16,18.01,3.0909999999999997e-61,1.588010476865671e-57,-1.25,0.2105,0.9858036322454572,6.81,1.433e-08,4.296123141575578e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-26.75,4,,0
58671,chr1,240698103,240698424,240698252,240698271,5.82e-05,+,1,33,Distal,240698261,240189550.0,240798261.0,31,0,33,45,5,771,3.81,0.18,0.57,20.84,1.6159999999999991e-77,4.836962017391302e-73,-0.9,0.3689,0.9858036322454572,5.25,3.433e-06,6.07052490753108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-67.25,4,-70.33333333333333,3
58707,chr1,240854426,240854733,240854595,240854614,8.82e-06,-,1,128,Intron,240854604,240732491.0,240954604.0,33,0,128,45,5,771,4.37,0.33,1.51,8.46,1.244e-16,1.0826873274336284e-14,-1.19,0.2352,0.9858036322454572,4.86,1.284e-05,0.00019751588407481064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-35.4375,8,,0
59595,chr1,244865562,244865888,244865719,244865738,2.6e-05,+,1,61,Promoter,244865728,244765728.0,244970853.0,22,0,61,45,5,771,4.69,1.45,1.44,13.11,9.445999999999999e-36,4.960259598779557e-33,0.01,0.9884,0.9992608710521642,3.5,0.0010019999999999999,0.008898194809215448,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,HNRNPU,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,"COX20,HNRNPU",,0.0,0.0,0.0,0.0,,,-58.16666666666666,6,,0
63494,chr2,9287492,9287947,9287495,9287514,7.49e-05,+,1,103,Intron,9287504,9187504.0,9387504.0,31,0,103,45,5,771,5.21,0.37,1.08,16.72,3.766999999999998e-54,9.712779187265913e-51,-0.97,0.3317,0.9858036322454572,7.17,3.985000000000001e-09,1.338173535437296e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-26.20833333333333,12,-44.0,2
66271,chr2,19607639,19607935,19607762,19607781,2.41e-05,+,2,32,Distal,19607771,19350276.0,19863571.0,27,0,32,45,5,771,5.45,0.32,0.81,21.46,3.252999999999998e-81,2.0358723063636357e-76,-0.8,0.4229,0.9858036322454572,5.58,1.108e-06,2.1949221109576428e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
66304,chr2,19710403,19710797,19710632,19710651,1.97e-05,-,1,96,Distal,19710641,19350276.0,19863571.0,37,0,96,45,5,771,5.22,0.4,1.08,19.37,6.097999999999997e-69,6.360666730303027e-65,-1.12,0.2632,0.9858036322454572,4.97,9.032000000000001e-06,0.00014438720806241875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-19.5,6,,0
66329,chr2,19801662,19801960,N,N,N,N,N,39,Distal,19801811,19350276.0,19901811.0,32,0,39,45,5,771,5.22,0.17,0.76,20.56,6.372999999999999e-76,1.4624526723333326e-71,-0.97,0.3348,0.9858036322454572,5.56,1.182e-06,2.326318871322794e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-71.79166666666667,12,,0
66660,chr2,20722639,20723026,20722770,20722789,4.87e-06,+,1,150,Intron,20722779,20622779.0,20822779.0,36,0,150,45,5,771,5.39,0.62,1.35,16.13,5.569e-51,1.0333857415094338e-47,-1.02,0.3057,0.9858036322454572,4.51,4.247e-05,0.0005696557161227472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,GDF7,,-21.75,2,,0
70084,chr2,32678824,32679243,N,N,N,N,N,136,Intron,32679033,32554034.0,32946434.0,29,0,136,45,5,771,3.99,0.55,1.23,14.18,6.343e-41,5.192277225921522e-38,-1.23,0.2197,0.9858036322454572,4.83,1.4499999999999997e-05,0.0002200374840188688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,BIRC6-AS2,,,0,,0
73191,chr2,44234296,44234752,44234546,44234565,1.38e-06,+,1,149,Distal,44234555,44044428.0,44334555.0,31,0,149,45,5,771,5.88,0.48,1.41,15.28,1.7880000000000002e-46,2.313742578947369e-43,-1.08,0.28,0.9858036322454572,6.31,8.557e-08,2.1780991470088e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-92.375,8,-94.25,2
74213,chr2,47195108,47195468,47195293,47195312,2.37e-05,-,1,149,Intron,47195302,46987174.0,47295302.0,36,0,149,45,5,771,7.01,0.71,1.69,18.03,2.3689999999999998e-61,1.2355214401515148e-57,-1.15,0.2519,0.9858036322454572,6.3,8.711e-08,2.2137786625567575e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,CALM2,,0.0,0.0,0.0,0.0,,,-3.0,2,,0
76445,chr2,57882844,57883318,N,N,N,N,N,91,Distal,57883081,57760001.0,58448211.0,23,0,91,45,5,771,4.21,0.33,0.95,16.8,1.515e-54,4.011422826923077e-51,-1.1,0.2697,0.9858036322454572,6.01,2.3789999999999998e-07,5.482451012620091e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-59.66666666666666,6,,0
78553,chr2,65338839,65339319,65339108,65339127,9.85e-08,-,3,50,Intron,65339117,65239117.0,65553451.0,37,0,50,45,5,771,6.28,0.16,0.59,21.19,1.3249999999999992e-79,7.601403541666663e-75,-0.57,0.57,0.9858036322454572,5.2,4.12e-06,7.146741955804167e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-86.5,2,,0
80412,chr2,71690016,71690362,71690161,71690180,2.16e-05,+,1,73,Distal,71690170,71548818.0,71798528.0,25,0,73,45,5,771,3.2,0.57,0.91,14.65,2.654e-43,2.6868978911764704e-40,-0.75,0.4521,0.9858036322454572,4.17,0.0001286,0.0015068245464138613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-19.82142857142857,14,,0
82129,chr2,79630029,79630508,79630234,79630253,6.03e-05,-,1,137,Intron,79630243,79219569.0,79935949.0,23,0,137,45,5,771,2.98,0.79,1.09,9.7,3.9879999999999996e-21,5.490909704e-19,-0.51,0.608,0.9858036322454572,4.95,9.588e-06,0.00015236974265927982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-60.1,5,,0
82134,chr2,79670133,79670578,79670425,79670444,4.49e-05,+,1,152,Intron,79670434,79219569.0,79935949.0,33,0,152,45,5,771,3.92,0.08,1.23,9.77,2.129e-21,3.006493007179487e-19,-1.43,0.1523,0.948925583984216,4.95,9.627000000000001e-06,0.00015291891977388096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-73.1470588235294,17,-80.0,2
87845,chr2,106932670,106933022,106932832,106932851,1.41e-06,+,1,154,Distal,106932841,106587566.0,107932841.0,26,0,154,45,5,771,3.86,0.14,1.44,9.04,1.093e-18,1.1790236555938578e-16,-1.65,0.1002,0.8289839780798212,5.92,3.335e-07,7.445552973796861e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ST6GAL2,,2.0,0.0,0.0,0.0,"SULT1C2,SULT1C2P1",,-23.90000000000001,5,,0
88157,chr2,108492504,108492830,N,N,N,N,N,59,Exon,108492667,108350190.0,108592667.0,34,0,59,45,5,771,4.66,0.39,0.82,18.99,8.324999999999998e-67,6.742554617647055e-63,-0.74,0.4618,0.9858036322454572,5.24,3.5589999999999997e-06,6.268372632844679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,SULT1C4,,-74.3,10,-77.75,4
90945,chr2,120463591,120463922,N,N,N,N,N,136,Distal,120463756,120363756.0,120695783.0,28,0,136,45,5,771,3.85,0.39,1.59,5.51,4.829e-08,1.3886481374269005e-06,-0.99,0.324,0.9858036322454572,3.89,0.00030869999999999997,0.003229217490996945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-38.41666666666667,6,,0
