id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif,if_intra_domain_notch,notch_center,if_intra_domain_dynamic_notch,dynamic_notch_center,if_intra_domain_MYC,PD31_peak,PD9_peak,all_patients_peaks
133158,chr3,51368650,51368911,51368799,51368818,2.21e-06,+,1,111,Intron,51368808,51100431.0,51468808.0,4,0,111,8,3,771,8.23,1.59,1.99,8.85,5.725e-18,5.65459974892396e-15,-0.35,0.7287,0.935516156522193,3.83,0.004009,0.2740998968119973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"51385045,51391171",0,,1,0,0,0
150124,chr3,127637502,127637917,N,N,N,N,N,102,Intron,127637709,127537709.0,127737709.0,4,0,102,8,3,771,6.21,0.88,1.1,11.16,6.441e-27,1.7666020673306765e-23,-0.3,0.7653,0.9432509662484424,5.0,0.0007438,0.0891458026114206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,MCM2,,1.0,0.0,0.0,0.0,PODXL2,,,0,,0,1,"127598288,127598431",0,,1,0,1,1
172434,chr4,9603123,9603379,9603260,9603279,2.96e-05,-,1,24,Distal,9603269,9503269.0,9703269.0,4,0,24,8,3,771,6.56,0.09,0.51,15.61,5.808e-48,1.480887271111111e-43,-0.71,0.4779,0.9168571357814068,2.86,0.01881,0.5516107706062671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-65.00454477999997,10,-95.4761838,1,1,"9608575,9702203",0,,0,0,0,0
184187,chr4,82638523,82638819,82638686,82638705,3.61e-06,+,2,123,Intron,82638695,82462573.0,82739485.0,5,0,123,8,3,771,7.72,0.58,1.24,12.67,1.4599999999999995e-33,8.238576557377048e-30,-0.85,0.3943,0.9168571357814068,2.19,0.05591,0.7152293113444208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,1,1
188792,chr4,108611366,108611649,108611509,108611528,4.3e-06,+,1,153,Intron,108611518,108511518.0,108834999.0,4,0,153,8,3,771,9.44,1.55,1.88,8.13,1.702e-15,1.175231853560682e-12,-0.22,0.8279,0.9578820712558256,3.03,0.01426,0.5013532271079107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,OSTC,,0.0,0.0,0.0,0.0,,,,0,,0,1,108601705,0,,1,1,0,1
210318,chr5,28012590,28012889,N,N,N,N,N,148,Distal,28012739,27012739.0,29012739.0,5,0,148,8,3,771,9.6,0.1,2.55,4.5,7.991e-06,0.0005743616766548341,-0.97,0.3333,0.9168571357814068,2.21,0.0546,0.7126540156226301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
239407,chr5,166102955,166103409,166103138,166103157,3.42e-06,-,2,85,Distal,166103147,165630406.0,167103147.0,4,0,85,8,3,771,3.58,0.16,0.74,5.05,5.511e-07,5.8458123559322043e-05,-0.65,0.5161,0.9168571357814068,1.53,0.1605,0.7503949254529215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
267758,chr6,106509431,106509680,N,N,N,N,N,83,Distal,106509555,106409555.0,106609555.0,4,0,83,8,3,771,9.97,1.85,1.91,8.35,3.09e-16,2.417324556818181e-13,-0.04,0.9666,0.9920782161434456,3.21,0.010740000000000001,0.4555312340582836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
277985,chr6,150081761,150082064,150081922,150081941,1.18e-05,-,1,57,Distal,150081931,149981931.0,150335327.0,4,0,57,8,3,771,6.92,0.16,1.74,6.65,5.395000000000001e-11,1.634715869278169e-08,-1.25,0.2102,0.9168571357814068,3.65,0.005281,0.32250452843076377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"149989735,149991013,150005305",1,149990290,0,0,0,0
278653,chr6,152070569,152070911,152070769,152070788,4.66e-05,+,2,92,Intron,152070778,151765618.0,152170778.0,4,0,92,8,3,771,6.16,0.4,0.89,11.08,1.429e-26,3.7837116961538464e-23,-0.7,0.4837,0.9168571357814068,1.6,0.1437,0.7497128164018483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,0,,0,,0,0,0,0
291623,chr7,29156800,29157436,29156894,29156913,3.17e-05,+,3,83,Intron,29156903,29056903.0,29256903.0,5,0,83,8,3,771,8.6,0.28,1.0,15.4,7.034999999999999e-47,1.5622896822580644e-42,-0.92,0.3575,0.9168571357814068,4.21,0.0022789999999999998,0.1926248853284223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,CHN2,,0.0,0.0,0.0,0.0,,,,0,,0,1,29157016,0,,0,1,0,1
296445,chr7,44858223,44858501,N,N,N,N,N,105,Distal,44858362,44758362.0,44958362.0,5,0,105,8,3,771,10.56,5.18,3.18,6.97,6.855e-12,2.503544188328913e-09,1.18,0.2389,0.9168571357814068,1.49,0.1698,0.7513610163390709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"44796526,44797495,44847825,44848379,44885624",0,,1,0,1,1
300050,chr7,64621717,64621971,64621843,64621862,1.16e-05,+,2,46,Distal,64621852,64521852.0,64951454.0,4,0,46,8,3,771,8.29,1.54,1.91,6.27,5.885e-10,1.408204610705596e-07,-0.22,0.8237,0.956798327717438,3.47,0.007036,0.3743266185471406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,"ZNF107,ZNF273",,0.0,0.0,0.0,0.0,,,,0,,0,1,"64563212,64686824,64687472,64729305,64794356",0,,0,0,0,0
323914,chr7,157979731,157979992,157979891,157979910,1.92e-05,-,2,11,Intron,157979900,157433107.0,158647400.0,4,0,11,8,3,771,6.18,0.12,0.49,12.33,5.07e-32,2.3114801523178806e-28,-0.54,0.5866,0.9172819277272636,1.63,0.1386,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"157626638,157668664,157670159,158170170",1,158170358,1,0,0,0
324595,chr8,600428,600953,600577,600596,7e-06,+,2,93,Distal,600586,477701.0,1600586.0,4,0,93,8,3,771,2.95,0.26,0.9,7.42,3.184e-13,1.4770606037735843e-10,-1.44,0.1493,0.9045282510934516,2.54,0.03184,0.640773484565014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,ARHGEF10,,1.0,0.0,0.0,0.0,ERICH1,,,0,,0,1,486753,0,,0,0,0,0
330660,chr8,27487908,27488391,27488133,27488152,5.33e-06,-,1,62,Distal,27488142,27388142.0,27592408.0,4,0,62,8,3,771,4.54,0.16,0.91,10.28,2.4899999999999998e-23,4.683574344262295e-20,-1.33,0.1827,0.9168571357814068,3.35,0.008525,0.4093789916992187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"27470870,27491729",1,27491337,0,0,0,0
349454,chr8,101691724,101691957,101691799,101691818,1.98e-05,-,1,26,Intron,101691808,101591808.0,102197612.0,5,0,26,8,3,771,11.28,0.48,0.82,18.21,6.522999999999996e-62,5.613277958749998e-57,-0.37,0.7101,0.9318715981756048,4.13,0.002547,0.20728557311738974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,NCALD,,,0,,0,0,,0,,0,0,0,0
361501,chr8,138896298,138896909,138896543,138896562,2.09e-06,+,1,118,Intron,138896552,138767780.0,138996552.0,4,0,118,8,3,771,2.18,0.09,0.97,3.83,0.0001375,0.0061161069651741295,-1.75,0.08102000000000001,0.6909105473869366,1.59,0.1463,0.7500981055589888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,138835446,0,,0,0,1,1
363454,chr8,144251065,144251451,N,N,N,N,N,133,Intron,144251258,144151258.0,144351258.0,4,0,133,8,3,771,4.36,1.45,1.56,4.75,2.396e-06,0.00020659768086172343,-0.12,0.9065,0.9775742053676746,1.46,0.1773,0.7533505919301217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"144303004,144326972,144336711",0,,1,0,1,1
369479,chr9,32574898,32575164,32575018,32575037,4.66e-05,+,1,8,Promoter,32575027,32475027.0,32675027.0,4,0,8,8,3,771,6.03,2.11,1.19,10.16,7.209000000000002e-23,1.2790939847938145e-19,1.23,0.2192,0.9168571357814068,1.59,0.1466,0.7500981055589888,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,NDUFB6,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,NDUFB6,,0.0,0.0,0.0,0.0,,,,0,,0,1,"32552293,32573170",0,,1,0,0,0
373355,chr9,74277538,74277811,N,N,N,N,N,74,Distal,74277674,73684025.0,74571129.0,4,0,74,8,3,771,5.91,0.21,0.95,7.78,2.346e-14,1.3414073372093021e-11,-0.73,0.4666,0.9168571357814068,2.33,0.04463,0.6904246257387475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"74246067,74293682,74497293",0,,1,0,1,1
391417,chr9,132823694,132824010,132823832,132823851,3.34e-05,+,1,111,Intron,132823841,132723841.0,132977838.0,4,0,111,8,3,771,9.22,0.66,1.17,13.53,1.331e-37,1.1174378036585364e-33,-0.55,0.5793,0.9168571357814068,2.44,0.03758,0.6640754491156114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,AK8,,0.0,0.0,0.0,0.0,,,,0,,0,1,"132824184,132850964,132851185,132851613,132857804,132858343,132862665,132878333",1,132851380,1,0,0,0
426736,chr10,132457659,132457925,132457815,132457834,5.37e-07,+,2,89,Distal,132457824,132357824.0,132557824.0,5,0,89,8,3,771,15.34,1.93,4.3,7.06,3.6299999999999997e-12,1.4007832230941705e-09,-0.93,0.3514,0.9168571357814068,5.61,0.000332,0.04775562641036357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-68.56762259999999,10,,0,1,132537402,0,,1,0,1,1
430981,chr11,14414556,14414846,N,N,N,N,N,58,Distal,14414701,13956055.0,14514701.0,4,0,58,8,3,771,5.69,1.9,1.85,5.74,1.325e-08,2.2572839024993808e-06,0.05,0.9609,0.9908116368554594,1.89,0.09172999999999999,0.749456959871834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,SPON1,,,0,,0,1,14499863,0,,0,0,0,0
435443,chr11,36566760,36566997,N,N,N,N,N,78,Promoter,36566878,36466878.0,36666878.0,4,0,78,8,3,771,15.88,1.29,1.68,12.54,5.7279999999999994e-33,2.9649032421052626e-29,-0.22,0.8282,0.9579458183730492,3.49,0.006868000000000001,0.3692409505661851,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,RAG2,,0.0,0.0,0.0,0.0,,,,0,,0,1,"36510323,36566868,36567972,36602309",0,,0,0,1,1
439438,chr11,61737183,61737458,N,N,N,N,N,135,Exon,61737320,61637320.0,61837320.0,4,0,135,8,3,771,9.26,0.25,3.15,4.08,4.977e-05,0.0026525595207865602,-1.2,0.2298,0.9168571357814068,2.02,0.07362,0.7446165536034315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"61792615,61817009,61828952",0,,1,0,0,0
442172,chr11,69645354,69645623,N,N,N,N,N,37,Intron,69645488,69545488.0,69745488.0,4,0,37,8,3,771,8.16,0.25,2.18,6.03,2.47e-09,5.078911678614096e-07,-1.22,0.2218,0.9168571357814068,2.02,0.07403,0.7454531992042944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,69558829,0,,1,0,0,0
453092,chr11,118485347,118485623,118485465,118485484,2.16e-05,-,1,108,Intron,118485474,118296018.0,118585474.0,4,0,108,8,3,771,6.53,3.82,2.73,4.8,1.908e-06,0.00017045452011419675,0.85,0.3949,0.9168571357814068,1.08,0.3094,0.7691444172013967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0,1,"118304700,118305872,118316870,118338873,118342781,118344300,118359558,118436331,118566056,118572415",1,"118316531,118340155,118342986",1,1,1,2
454825,chr11,124923414,124923624,N,N,N,N,N,11,Intron,124923519,124823519.0,125023519.0,4,0,11,8,3,771,7.66,1.13,0.7,13.08,1.7839999999999995e-35,1.2040758196078426e-31,0.56,0.5759,0.9168571357814068,1.57,0.1497,0.7503949254529215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,CCDC15,,1.0,0.0,0.0,0.0,ROBO4,,,0,,0,1,124954169,0,,1,0,1,1
457191,chr11,134727328,134727626,134727514,134727533,1.36e-05,-,1,99,Distal,134727523,134244776.0,135075837.0,5,0,99,8,3,771,15.65,1.03,1.41,17.61,1.2989999999999993e-58,8.94269271e-54,-0.29,0.7727,0.9448557949892984,5.62,0.0003247,0.04693111406676464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,GLB1L3,,0.0,0.0,0.0,0.0,,,,0,,0,1,"134253453,134270632,134276330,134331944,134365264,134516773,134527831,134543330,134577803,134599373,134600308,134637476,134639228,134644051,134647324,134654723,134655459,134667340,134720886,134724579,134724806,134730518",1,"134270516,134577885,134643906,134647220,134655191,134666842,134730464",1,1,1,2
459612,chr12,8018779,8019312,8019281,8019300,2.11e-05,-,1,148,Distal,8019290,7919290.0,8119290.0,4,0,148,8,3,771,4.91,1.06,1.05,10.37,1.068e-23,2.1006919200000003e-20,0.03,0.976,0.9942375107465068,2.47,0.0358,0.6587133021515436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-3.4512868000000005,3,,0,1,"7960890,8082157",0,,1,0,0,0
