id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif
8898,chr1,30133703,30134000,30133844,30133863,1.14e-06,-,1,150,Distal,30133853,29793187.0,30233853.0,28,0,150,56,3,771,3.42,0.67,1.47,8.03,3.265e-15,1.7458024737864075e-13,-0.87,0.3834,0.9999349358395874,1.45,0.1529,0.5385533668285145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
8996,chr1,30572230,30572505,30572351,30572370,4.58e-06,-,1,152,Distal,30572360,30232486.0,30719408.0,32,0,152,56,3,771,4.01,0.61,1.92,5.29,1.5589999999999999e-07,2.271403379822649e-06,-0.81,0.4164,0.9999349358395874,1.65,0.1052,0.4402972338071325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
9070,chr1,30797695,30798008,30797831,30797850,3.74e-05,+,1,137,Distal,30797840,30697840.0,30897840.0,35,0,137,56,3,771,5.67,5.54,3.45,5.07,4.9e-07,6.404112275505941e-06,1.15,0.2498,0.9999349358395874,0.06,0.9502,0.9831581162424043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
10190,chr1,34929244,34929635,34929393,34929412,7.03e-05,+,1,152,Promoter,34929402,34829402.0,35202294.0,29,0,152,56,3,771,2.94,0.0,1.38,5.47,6.135e-08,9.717711828723942e-07,-1.25,0.2111,0.9999349358395874,1.47,0.1478,0.5297399776129116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-0.5500000000000003,25,-1.25,2
10652,chr1,36705715,36705929,36705817,36705836,1.84e-06,+,1,79,Distal,36705826,36605826.0,37177462.0,41,0,79,56,3,771,10.97,0.75,2.45,15.7,9.333e-49,6.692820684374997e-45,-0.8,0.4227,0.9999349358395874,2.68,0.009717,0.07808045139715666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
10692,chr1,36885519,36885847,N,N,N,N,N,119,Intron,36885683,36703874.0,37177462.0,30,0,119,56,3,771,3.12,0.29,1.54,4.38,1.337e-05,0.00012348460825350828,-0.84,0.4023,0.9999349358395874,1.74,0.08797999999999999,0.3958044987420356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
12837,chr1,43843675,43844077,43843853,43843872,1.56e-05,+,1,111,Intron,43843862,43743862.0,43943862.0,31,0,111,56,3,771,2.01,0.48,1.07,6.67,4.673e-11,1.3060363417505685e-09,-1.04,0.2993,0.9999349358395874,1.86,0.06851,0.3377585831322195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
12896,chr1,44010887,44011222,44011053,44011072,4.87e-06,+,3,115,Intron,44011062,43911062.0,44111062.0,31,0,115,56,3,771,2.87,0.4,1.27,8.27,5.56e-16,3.3278258042079635e-14,-1.16,0.2458,0.9999349358395874,1.81,0.07593,0.3611669428322693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
14011,chr1,48249753,48250205,N,N,N,N,N,150,Distal,48249979,48149979.0,48572848.0,28,0,150,56,3,771,2.05,0.55,1.16,4.87,1.3690000000000001e-06,1.6172895304938737e-05,-0.85,0.3977,0.9999349358395874,1.3,0.1984,0.6047781794351803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,SPATA6,,,0,,0
15202,chr1,53636651,53636986,53636751,53636770,2.19e-05,-,1,85,Intron,53636760,53485629.0,53736760.0,32,0,85,56,3,771,3.28,0.67,1.0,11.8,8.648999999999996e-30,3.5955449402173905e-27,-0.43,0.6654,0.9999349358395874,1.8,0.0765,0.3629228153232309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
15404,chr1,54274469,54274743,54274589,54274608,4.18e-06,+,2,123,Intron,54274598,54081834.0,54374598.0,36,0,123,56,3,771,4.1,0.88,2.5,4.73,2.678e-06,2.947234168878089e-05,-1.2,0.2304,0.9999349358395874,1.48,0.1447,0.5240172346133614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MRPL37,,0.0,0.0,0.0,0.0,,,,0,,0
16344,chr1,58576510,58577131,N,N,N,N,N,142,Promoter,58576820,58476820.0,58676820.0,34,0,142,56,3,771,2.71,2.25,1.13,6.71,3.608e-11,1.028041816149994e-09,1.3,0.1943,0.9999349358395874,0.23,0.8222,0.936318922191546,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
18667,chr1,68442056,68442341,N,N,N,N,N,100,Intron,68442198,68342198.0,68542198.0,35,0,100,56,3,771,3.38,0.27,1.76,7.36,4.563e-13,1.7704455430310545e-11,-1.68,0.09377,0.8884635873544552,2.37,0.02119,0.14479647542854876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
19602,chr1,75461853,75462136,75461995,75462014,6.42e-06,-,1,57,Intron,75462004,75265872.0,75632554.0,31,0,57,56,3,771,3.41,1.07,0.89,13.38,4.2419999999999985e-37,4.45170094207317e-34,0.25,0.8047,0.9999349358395874,1.64,0.1072,0.44498060766118575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
20267,chr1,79331730,79332061,79331867,79331886,1.8e-05,+,2,141,Distal,79331876,78839880.0,79431876.0,29,0,141,56,3,771,2.23,0.78,1.16,6.39,2.8049999999999996e-10,6.8703289038317846e-09,-0.56,0.5727,0.9999349358395874,1.67,0.1002,0.4279219213518694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,ADGRL4,,,0,,0
20723,chr1,82759043,82759383,82759218,82759237,1.44e-05,+,2,152,Distal,82759227,81759227.0,83759227.0,30,0,152,56,3,771,2.24,0.8,1.4,4.03,6.038e-05,0.00046283131264544434,-0.7,0.4843,0.9999349358395874,1.41,0.1628,0.554659889242464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
23570,chr1,95532328,95532664,95532529,95532548,3.06e-06,-,1,133,Distal,95532538,95234130.0,96236347.0,28,0,133,56,3,771,2.17,0.47,1.31,4.15,3.63e-05,0.0002969446712691755,-0.96,0.3355,0.9999349358395874,1.92,0.05961,0.3077801646254116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
25203,chr1,106419373,106419638,106419508,106419527,5.57e-06,+,2,73,Distal,106419517,105793732.0,107277160.0,30,0,73,56,3,771,6.03,0.09,1.13,12.69,8.067e-34,5.655353098778003e-31,-0.76,0.4493,0.9999349358395874,1.69,0.09625,0.4178572228108012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PRMT6,PRMT6,0.0,0.0,0.0,0.0,,,,0,,0
25314,chr1,106620584,106621018,N,N,N,N,N,110,Distal,106620801,105793732.0,107277160.0,34,0,110,56,3,771,9.14,0.49,1.63,13.56,5.813999999999997e-38,6.761023996621622e-35,-0.55,0.5818,0.9999349358395874,1.94,0.057329999999999985,0.29963054159928937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,PRMT6,PRMT6,0.0,0.0,0.0,0.0,,,,0,,0
25381,chr1,106799022,106799307,106799169,106799188,2.68e-05,+,1,129,Distal,106799178,105799178.0,107277160.0,33,0,129,56,3,771,11.99,0.53,2.08,13.93,9.826e-40,1.4485017888650963e-36,-0.59,0.5565,0.9999349358395874,1.92,0.06005,0.3092749307986953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,PRMT6,PRMT6,0.0,0.0,0.0,0.0,,,,0,,0
25493,chr1,107039679,107040219,107040051,107040070,2.28e-06,-,1,88,Distal,107040060,106040060.0,107277160.0,32,0,88,56,3,771,3.37,0.21,0.85,10.86,9.403e-26,2.2793302419014085e-23,-0.79,0.4278,0.9999349358395874,1.39,0.1704,0.5666821326608987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,PRMT6,PRMT6,0.0,0.0,0.0,0.0,,,,0,,0
26663,chr1,110166121,110166408,110166255,110166274,1.61e-05,-,1,59,Intron,110166264,110066264.0,110266264.0,36,0,59,56,3,771,4.48,0.43,0.95,11.6,6.35e-29,2.3439807774798924e-26,-0.47,0.6352,0.9999349358395874,1.48,0.1455,0.5255458931241638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
26695,chr1,110254595,110254936,110254737,110254756,2.7e-05,+,3,50,Distal,110254746,110154746.0,110354746.0,31,0,50,56,3,771,2.67,0.22,0.75,11.46,2.5359999999999995e-28,8.672905832091404e-26,-0.86,0.3891,0.9999349358395874,1.74,0.08731,0.3939074780950384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,KCNC4,,,0,,0
26864,chr1,110847831,110848056,110847946,110847965,4.83e-05,+,1,74,Distal,110847955,110747955.0,111030702.0,33,0,74,56,3,771,4.45,0.22,0.91,11.94,2.056e-30,9.190974181818179e-28,-0.59,0.5536,0.9999349358395874,2.13,0.03734,0.2214921751193369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,CD53,,,0,,0
27024,chr1,111422827,111423221,111423018,111423037,9.28e-06,-,1,136,Exon,111423027,111323027.0,111523027.0,45,0,136,56,3,771,3.59,0.99,1.12,10.94,4.336e-26,1.1022999054652881e-23,-0.14,0.8889,0.9999349358395874,2.42,0.01896,0.13288890309706586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,C1orf162,,,0,,0
27213,chr1,111953851,111954095,111953976,111953995,1.12e-05,+,2,80,Intron,111953985,111769732.0,112298768.0,28,0,80,56,3,771,7.05,0.42,1.45,11.99,1.219e-30,5.6021024766355135e-28,-0.61,0.5403,0.9999349358395874,1.55,0.1264,0.4878806983706926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
27903,chr1,114001407,114001714,114001566,114001585,1.23e-05,+,2,73,Distal,114001575,113901575.0,114101575.0,29,0,73,56,3,771,4.96,0.39,1.15,12.92,6.504999999999999e-35,5.15925189516129e-32,-0.69,0.4926,0.9999349358395874,1.97,0.05417999999999999,0.2881573178306551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,DCLRE1B,DCLRE1B,1.0,0.0,0.0,0.0,OLFML3,,,0,,0
27954,chr1,114107831,114108294,114108171,114108190,5.38e-06,+,3,149,Intron,114108180,114008180.0,114283006.0,29,0,149,56,3,771,7.74,0.43,1.77,13.91,1.212e-39,1.7492158238993707e-36,-0.86,0.3902,0.9999349358395874,1.94,0.05674,0.297463819517953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
27990,chr1,114192223,114192660,114192516,114192535,1.89e-05,+,2,130,Distal,114192525,114033459.0,114292525.0,33,0,130,56,3,771,7.88,0.47,1.5,13.98,5.579e-40,8.611536751121074e-37,-0.63,0.5284,0.9999349358395874,1.82,0.07411000000000001,0.35566032199372605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
28677,chr1,115573516,115574078,115573904,115573923,6.88e-07,-,1,146,Distal,115573913,115473913.0,115673913.0,32,0,146,56,3,771,2.98,0.21,1.01,6.77,2.4230000000000003e-11,7.106912645392188e-10,-0.82,0.4117,0.9999349358395874,0.9,0.3701,0.7395651008678993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
28722,chr1,115671546,115671949,N,N,N,N,N,113,Intron,115671747,115571747.0,115771747.0,29,0,113,56,3,771,5.19,0.6,1.35,9.87,8.727e-22,1.1863980811611374e-19,-0.54,0.5902,0.9999349358395874,1.33,0.19,0.5939017258366971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,VANGL1,,0.0,0.0,0.0,0.0,,,,0,,0
28744,chr1,115713313,115713560,N,N,N,N,N,51,Intron,115713436,115613436.0,115813436.0,29,0,51,56,3,771,9.9,3.14,1.51,13.24,2.157e-36,2.0855917879213485e-33,0.73,0.4654,0.9999349358395874,1.12,0.2664,0.6725222335084947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
28988,chr1,116218937,116219334,116219060,116219079,1.12e-05,+,1,144,Distal,116219069,116119069.0,116485443.0,34,0,144,56,3,771,3.71,0.32,1.23,8.55,5.972e-17,4.093287522899243e-15,-0.88,0.3773,0.9999349358395874,1.26,0.2111,0.6200237292546611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,ATP1A1,,0.0,0.0,0.0,0.0,,,,0,,0
29260,chr1,116720632,116720988,N,N,N,N,N,55,Distal,116720810,116620810.0,116820810.0,31,0,55,56,3,771,5.07,0.98,1.45,12.48,7.685e-33,4.7921891893115934e-30,-0.44,0.6609999999999999,0.9999349358395874,1.75,0.08616,0.3906520366711452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
29582,chr1,117450766,117451185,117450962,117450981,2.28e-06,-,1,153,Intron,117450971,117284788.0,117550971.0,30,0,153,56,3,771,2.51,0.39,1.1,8.87,4.566e-18,3.6423717427578215e-16,-1.18,0.2375,0.9999349358395874,1.68,0.09935,0.4258451858839058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
29631,chr1,117590406,117590906,N,N,N,N,N,129,Distal,117590656,117490656.0,117754281.0,35,0,129,56,3,771,4.76,0.85,1.4,11.68,2.781e-29,1.0841002542468856e-26,-0.52,0.5999,0.9999349358395874,1.54,0.1289,0.4931258959383388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
29902,chr1,118907477,118907755,N,N,N,N,N,95,Intron,118907616,118151520.0,119008875.0,28,0,95,56,3,771,2.96,0.64,1.17,8.21,8.321e-16,4.8607702240135764e-14,-0.64,0.5215,0.9999349358395874,1.36,0.1777,0.5773731985085898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,TBX15,,,0,,0
30220,chr1,119996906,119997266,N,N,N,N,N,41,Exon,119997086,119897086.0,120544648.0,29,0,41,56,3,771,2.41,0.66,0.54,12.14,2.552e-31,1.2965836221402211e-28,0.2,0.8381,0.9999349358395874,1.42,0.162,0.5533308757498028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
