id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names
12414,chr1,42501954,42502152,N,N,N,N,N,4,Distal,42502053,42344445.0,42747339.0,2,0,4,2,5,771,2.35,0.59,0.3,5.44,7.007e-08,4.1927778366637705e-05,1.24,0.2151,0.9999556432009742,3.58,0.01584,0.3036172001336452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
18035,chr1,65691524,65691719,N,N,N,N,N,3,Distal,65691621,65591621.0,65959043.0,2,0,3,2,5,771,3.75,0.59,0.61,4.31,1.86e-05,0.004794002021714714,-0.05,0.9623,0.9999556432009742,7.87,0.0005315000000000001,0.0434922160347082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
18860,chr1,69981897,69982106,N,N,N,N,N,13,Intron,69982001,69737768.0,70133139.0,2,0,13,2,5,771,4.73,0.43,0.58,6.83,1.7420000000000006e-11,2.6256712188183807e-08,-0.4,0.6875,0.9999556432009742,3.02,0.02945,0.429393299940698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
19083,chr1,71102030,71102286,71102163,71102182,4.86e-05,+,1,32,Intron,71102172,70685475.0,71521868.0,2,0,32,2,5,771,2.87,0.26,0.7,4.4,1.236e-05,0.003425516280193237,-1.4,0.1618,0.9999556432009742,8.15,0.00045069999999999995,0.0392405400657645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,PTGER3,
19124,chr1,71437823,71438053,71437923,71437942,3.17e-05,-,1,8,Intron,71437932,70685475.0,71537932.0,2,0,8,2,5,771,2.31,0.24,0.48,4.18,3.189e-05,0.007441845171128432,-0.87,0.3819,0.9999556432009742,8.9,0.0002988,0.029637250194440443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,PTGER3,
19890,chr1,77287589,77287786,77287705,77287724,4.36e-05,+,1,5,Intron,77287714,76901344.0,77533890.0,2,0,5,2,5,771,4.88,0.72,0.53,8.37,2.7910000000000004e-16,1.0224445518518518e-12,0.58,0.5636,0.9999556432009742,3.94,0.01097,0.24710641090242785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
19894,chr1,77311074,77311270,77311156,77311175,3.71e-06,-,1,13,Intron,77311165,76901344.0,77533890.0,2,0,13,2,5,771,12.08,0.57,1.07,10.0,3.3580000000000005e-22,2.819200709756097e-18,-0.71,0.4768,0.9999556432009742,7.85,0.0005372999999999999,0.04377948889809444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
20417,chr1,80462159,80462400,80462253,80462272,2.98e-05,-,2,18,Distal,80462262,79462262.0,81414611.0,2,0,18,2,5,771,3.11,0.39,0.52,4.4,1.23e-05,0.003413009552599759,-0.35,0.7255,0.9999556432009742,3.91,0.01128,0.2504023964916806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
21094,chr1,84875233,84875450,N,N,N,N,N,16,Intron,84875341,84775341.0,84975341.0,2,0,16,2,5,771,3.05,0.17,0.43,5.91,5.223e-09,4.38495691097561e-06,-0.93,0.3516,0.9999556432009742,3.62,0.01525,0.2972575528059347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,LPAR3,,0.0,0.0,0.0,0.0,,
21593,chr1,87209123,87209320,87209221,87209240,8.53e-05,+,1,9,Distal,87209230,87025384.0,87309230.0,2,0,9,2,5,771,3.16,1.67,0.49,4.76,2.266e-06,0.000843232494054054,3.32,0.0009265,0.03133065470576677,1.98,0.105,0.7672268510656364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
23265,chr1,94373339,94373570,N,N,N,N,N,18,Distal,94373454,94273454.0,94481665.0,2,0,18,2,5,771,8.92,0.72,0.59,10.02,2.6360000000000004e-22,2.297087144303798e-18,0.25,0.8028,0.9999556432009742,5.46,0.002798,0.1192191831404345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
24888,chr1,104163890,104164331,104164097,104164116,3.49e-05,+,2,82,Distal,104164106,103515111.0,104780689.0,2,0,82,2,5,771,3.56,0.73,0.8,4.49,8.153e-06,0.002423472209412781,-0.17,0.8633,0.9999556432009742,5.9,0.00199,0.09787623847967422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
25941,chr1,108043793,108043999,N,N,N,N,N,6,Distal,108043896,107782385.0,108143896.0,2,0,6,2,5,771,3.04,0.8,0.51,4.39,1.317e-05,0.003613634886408928,0.77,0.4391,0.9999556432009742,3.1,0.02671,0.4078595197852897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
30333,chr1,120862651,120862976,N,N,N,N,N,78,Distal,120862813,120544629.0,121097704.0,2,0,78,2,5,771,4.11,0.53,0.69,4.35,1.536e-05,0.004076433862760216,-0.32,0.7462,0.9999556432009742,5.81,0.002125,0.10186697479284174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,FCGR1B,,0.0,0.0,0.0,0.0,,
30364,chr1,121081805,121082064,N,N,N,N,N,32,Distal,121081934,120544629.0,121181934.0,2,0,32,2,5,771,4.73,1.06,0.61,5.82,8.892e-09,7.004016782608696e-06,1.0,0.3185,0.9999556432009742,6.74,0.0010890000000000001,0.06769292830699775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,FCGR1B,,0.0,0.0,0.0,0.0,,
30744,chr1,143869267,143869472,N,N,N,N,N,16,Distal,143869369,143698206.0,144869369.0,2,0,16,2,5,771,8.19,0.21,0.44,11.98,1.8959999999999997e-30,4.078941824999999e-26,-0.56,0.5726,0.9999556432009742,47.88,7.505e-08,1.836055310945273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,NBPF15,,0.0,0.0,0.0,0.0,,
30748,chr1,143879872,143880037,N,N,N,N,N,5,Intron,143879954,143698206.0,144879954.0,2,0,5,2,5,771,4.59,0.07,0.4,4.69,3.2489999999999997e-06,0.0011307916183013144,-0.58,0.5647,0.9999556432009742,47.52,7.799e-08,1.907302938188277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,14.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,NBPF15,,0.0,0.0,0.0,0.0,,
30913,chr1,145079793,145080073,N,N,N,N,N,19,Intron,145079933,144079933.0,145721340.0,2,0,19,2,5,771,3.24,0.32,0.47,4.88,1.321e-06,0.0005374791424349882,-0.41,0.685,0.9999556432009742,9.26,0.0002469,0.025989773715596333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,14.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,NBPF15,,0.0,0.0,0.0,0.0,,
32032,chr1,149777147,149777365,N,N,N,N,N,45,Distal,149777256,148777256.0,149877256.0,2,0,45,2,5,771,4.87,1.91,0.71,5.26,1.831e-07,9.756296431888544e-05,2.39,0.01694,0.3231720683921743,3.02,0.0295,0.4297320502586845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
37463,chr1,168523089,168523361,168523207,168523226,7.97e-05,+,2,14,Distal,168523216,168423216.0,168623216.0,2,0,14,2,5,771,3.63,0.27,0.57,6.04,2.412e-09,2.185762075e-06,-0.93,0.3512,0.9999556432009742,8.76,0.00032189999999999996,0.031150589696373344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
37475,chr1,168562747,168563039,N,N,N,N,N,16,Distal,168562893,168462893.0,168662893.0,2,0,16,2,5,771,2.65,0.38,0.67,4.71,2.9939999999999996e-06,0.0010580885143737166,-1.08,0.2798,0.9999556432009742,7.08,0.0008681000000000001,0.05936477748087812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
38418,chr1,171794167,171794406,N,N,N,N,N,9,Intron,171794286,171694286.0,171894286.0,2,0,9,2,5,771,2.3,0.73,0.47,4.74,2.559e-06,0.0009335929046104928,1.07,0.2831,0.9999556432009742,5.35,0.003072,0.12495860938513233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
38654,chr1,172617136,172617346,172617241,172617260,1.5e-05,-,1,3,Distal,172617250,172450088.0,172719826.0,2,0,3,2,5,771,2.58,0.37,0.59,4.25,2.413e-05,0.005941270304005723,-0.75,0.4519,0.9999556432009742,7.1,0.0008615000000000001,0.059065987800019926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
39579,chr1,175498301,175498503,N,N,N,N,N,7,Intron,175498402,175373978.0,175743774.0,2,0,7,2,5,771,3.02,0.17,0.54,4.21,2.872e-05,0.0068414120692041535,-1.0,0.3162,0.9999556432009742,7.14,0.0008369,0.05800908478654852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
40488,chr1,178919735,178919905,N,N,N,N,N,4,Exon,178919820,178768510.0,179019820.0,2,0,4,2,5,771,3.39,0.49,0.48,5.63,2.499e-08,1.7067302291666668e-05,0.02,0.9802,0.9999556432009742,4.4,0.007005,0.1931450314402435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
41466,chr1,181667778,181668054,181667931,181667950,1.69e-05,-,1,24,Intron,181667940,181479326.0,181937162.0,2,0,24,2,5,771,4.13,0.46,0.69,5.57,3.472e-08,2.2829278777459407e-05,-0.58,0.56,0.9999556432009742,3.3,0.02147,0.3611006212743086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,CACNA1E,,0.0,0.0,0.0,0.0,,
41587,chr1,182170768,182171283,N,N,N,N,N,44,Distal,182171025,182071025.0,182396918.0,2,0,44,2,5,771,4.12,0.68,0.7,5.46,6.547999999999999e-08,3.957711230904301e-05,-0.04,0.9709,0.9999556432009742,10.8,0.00011810000000000001,0.015512967925968329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
41718,chr1,182559013,182559238,182559019,182559038,9.2e-05,-,1,8,Intron,182559028,182396899.0,182659028.0,2,0,8,2,5,771,2.22,0.76,0.54,4.13,4.108e-05,0.009099312522522522,0.84,0.3992,0.9999556432009742,3.33,0.02072,0.3534078806798473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
42442,chr1,184548298,184548609,N,N,N,N,N,46,Intron,184548453,184222746.0,184805769.0,2,0,46,2,5,771,4.67,0.59,0.7,4.76,2.294e-06,0.0008508923092672414,-0.22,0.8288,0.9999556432009742,4.26,0.00804,0.2078627444794953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,EDEM3,,0.0,0.0,0.0,0.0,,
43473,chr1,188259217,188259414,188259314,188259333,6.51e-05,-,1,3,Distal,188259323,187259323.0,188782436.0,2,0,3,2,5,771,3.15,0.41,0.37,6.15,1.233e-09,1.2040183787234043e-06,0.16,0.8703,0.9999556432009742,7.73,0.0005786000000000001,0.04594554979817785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
44019,chr1,191255374,191255682,N,N,N,N,N,49,Distal,191255528,190255528.0,192255528.0,2,0,49,2,5,771,4.48,0.53,0.71,5.12,3.842e-07,0.00018547995918653576,-0.4,0.6903,0.9999556432009742,6.3,0.001484,0.08209149345118523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
45525,chr1,197953424,197953690,197953584,197953603,4.36e-05,+,1,7,Distal,197953593,197853593.0,198088526.0,2,0,7,2,5,771,2.25,0.18,0.42,5.23,2.192e-07,0.00011458134912680332,-1.12,0.2629,0.9999556432009742,8.78,0.0003184,0.030959857853107342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
45836,chr1,198966558,198966853,198966736,198966755,3.92e-06,+,2,23,Distal,198966745,198771745.0,199113466.0,2,0,23,2,5,771,3.47,0.71,0.57,5.46,6.597e-08,3.980338398773006e-05,0.41,0.6855,0.9999556432009742,7.11,0.0008521000000000001,0.058649305228954215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
45880,chr1,199123682,199124071,N,N,N,N,N,21,Distal,199123876,198771745.0,199243652.0,2,0,21,2,5,771,4.75,0.4,0.51,9.18,4.105e-19,2.297561825203252e-15,-0.37,0.7134,0.9999556432009742,2.49,0.05512,0.5822202758726506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
47079,chr1,202479687,202480001,N,N,N,N,N,13,Intron,202479844,202379844.0,202579844.0,2,0,13,2,5,771,2.53,0.3,0.57,4.92,1.0409999999999999e-06,0.00043993529097605886,-1.07,0.2856,0.9999556432009742,9.99,0.000172,0.020240989401709403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
48041,chr1,204969924,204970193,N,N,N,N,N,33,Intron,204970058,204870058.0,205070058.0,2,0,33,2,5,771,5.46,0.41,0.73,5.08,4.689e-07,0.00022034427174061442,-0.54,0.5909,0.9999556432009742,7.6,0.0006247999999999999,0.04830212680516563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
48419,chr1,205989805,205990130,205989971,205989990,2.53e-06,+,1,42,Intron,205989980,205889980.0,206089980.0,2,0,42,2,5,771,5.26,1.08,0.94,6.18,1.0340000000000002e-09,1.0301528017366136e-06,0.33,0.7401,0.9999556432009742,6.39,0.001394,0.0789786870216443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,CTSE,
51265,chr1,215863896,215864131,215864015,215864034,9.58e-05,-,1,69,Intron,215864024,215710542.0,216221356.0,2,0,69,2,5,771,12.23,0.12,1.4,4.72,2.767e-06,0.0009926435867639394,-0.88,0.3773,0.9999556432009742,8.33,0.0004083,0.036676090905532366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
51510,chr1,216729128,216729410,216729294,216729313,2.48e-05,-,1,21,Distal,216729303,216221337.0,216829303.0,2,0,21,2,5,771,2.81,0.53,0.64,4.65,3.847e-06,0.0013017935412573676,-0.4,0.6886,0.9999556432009742,3.59,0.01563,0.3011937094471659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
54097,chr1,225253246,225253589,N,N,N,N,N,88,Intron,225253417,224922731.0,225353417.0,2,0,88,2,5,771,5.8,0.74,1.14,4.93,1.024e-06,0.0004335493825338254,-0.68,0.495,0.9999556432009742,4.05,0.009786,0.23203713556519945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
55388,chr1,229250282,229250538,N,N,N,N,N,34,Distal,229250410,229150410.0,229350410.0,2,0,34,2,5,771,18.47,0.29,1.42,6.01,2.828e-09,2.5416151592689296e-06,-0.63,0.5269,0.9999556432009742,7.07,0.000875,0.059647031884344975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
55480,chr1,229553689,229553882,N,N,N,N,N,4,Intron,229553785,229453785.0,229661451.0,2,0,4,2,5,771,5.38,0.77,0.7,6.87,1.3229999999999999e-11,2.0699808340909088e-08,0.16,0.8713,0.9999556432009742,7.25,0.0007781000000000001,0.055463512621660806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
