id,chr,start,end,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position,domain_100k_1M_left,domain_100k_1M_right,cancer_peaks,normal_peaks,all_peaks,cancer_total,normal_total,all_total,cancer_mean,normal_mean,ctrl_mean,cancer_vs_other_stats,cancer_vs_other_pvalue,cancer_vs_other_adjp,normal_vs_other_stats,normal_vs_other_pvalue,normal_vs_other_adjp,cancer_vs_normal_stats,cancer_vs_normal_pvalue,cancer_vs_normal_adjp,promoter_allgenes,promoter_allgenes_pos,promoter_allgenes_hicor,promoter_allgenes_hicor_pos,promoter_upgenes,promoter_upgenes_pos,promoter_upgenes_hicor,promoter_upgenes_hicor_pos,promoter_upgenes_names,promoter_upgenes_hicor_names,promoter_dngenes,promoter_dngenes_pos,promoter_dngenes_hicor,promoter_dngenes_hicor_pos,promoter_dngenes_names,promoter_dngenes_hicor_names,domain_allgenes,domain_allgenes_pos,domain_allgenes_hicor,domain_allgenes_hicor_pos,domain_upgenes,domain_upgenes_pos,domain_upgenes_hicor,domain_upgenes_hicor_pos,domain_upgenes_names,domain_upgenes_hicor_names,domain_dngenes,domain_dngenes_pos,domain_dngenes_hicor,domain_dngenes_hicor_pos,domain_dngenes_names,domain_dngenes_hicor_names,differential_methy_EachSide150bp,DE_count_EachSide150bp,differential_methy_motif,DE_count_motif
10500,chr1,36209783,36210079,N,N,N,N,N,109,Distal,36209931,36109931.0,36309931.0,12,0,109,23,9,771,2.86,0.63,1.5,4.11,4.461e-05,0.002427732623715416,-1.69,0.09094,0.3820730953630582,3.63,0.001058,0.015250055107723872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
13128,chr1,44805708,44806114,44805876,44805895,9.84e-05,+,1,135,Promoter,44805885,44677321.0,44905885.0,11,0,135,23,9,771,3.41,0.58,1.62,6.57,9.353e-11,3.200236797713719e-08,-2.52,0.011890000000000001,0.09592215072538496,3.43,0.001768,0.02202335019722796,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
15562,chr1,54808489,54808781,54808607,54808626,1.94e-05,+,1,70,Intron,54808616,54708616.0,54945288.0,15,0,70,23,9,771,9.33,0.72,2.37,11.32,1.322e-27,8.585878660377356e-24,-1.79,0.07435,0.3383888413989157,4.33,0.0001528,0.0037243999150262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
18655,chr1,68372519,68372847,68372660,68372679,9.17e-07,-,1,112,Distal,68372669,68272669.0,68472669.0,11,0,112,23,9,771,2.41,0.18,1.24,4.72,2.777e-06,0.0002430418679125349,-2.77,0.005707,0.0550739339902997,4.03,0.00035299999999999996,0.0068805865681361295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,RPE65,,0.0,0.0,0.0,0.0,,,,0,,0
18659,chr1,68383129,68383402,N,N,N,N,N,99,Distal,68383265,68283265.0,68483265.0,14,0,99,23,9,771,6.62,0.31,1.46,12.64,1.889e-33,2.600884762e-29,-1.88,0.06095,0.2988798885248237,4.66,6.016e-05,0.0018813431743436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,RPE65,RPE65,0.0,0.0,0.0,0.0,,,,0,,0
21059,chr1,84757398,84757639,84757505,84757524,3.99e-05,-,1,81,Distal,84757514,84657514.0,84944865.0,12,0,81,23,9,771,6.02,1.26,2.87,5.93,4.512e-09,1.0036160413570274e-06,-1.97,0.04945,0.2615097332114489,3.57,0.0012230000000000001,0.01691985022407106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
32608,chr1,151398240,151398869,N,N,N,N,N,121,Promoter,151398554,151298554.0,151498554.0,13,0,121,23,9,771,3.13,1.46,1.57,5.65,2.214e-08,4.030094674775251e-06,-0.25,0.8027,0.9502667277132631,1.95,0.06095,0.23314597576289645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,SELENBP1,,,0,,0
32921,chr1,152107659,152108613,152107861,152107880,2.63e-06,-,6,141,Exon,152107870,152007870.0,152207870.0,17,0,141,23,9,771,5.39,0.65,1.86,5.72,1.517e-08,2.8945310227272723e-06,-1.27,0.2043,0.5852935692883895,3.16,0.003635,0.036612134820775424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
33374,chr1,153552368,153552803,N,N,N,N,N,146,Distal,153552585,153452585.0,153652585.0,14,0,146,23,9,771,2.88,0.59,1.46,5.33,1.26e-07,1.789602929647205e-05,-2.09,0.03709,0.2158159425422396,3.75,0.0007511,0.011912341831962587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
34448,chr1,156907236,156907514,156907406,156907425,4.05e-05,-,1,99,Intron,156907415,156807415.0,157007415.0,11,0,99,23,9,771,7.12,0.92,2.99,5.97,3.557e-09,8.119170931697613e-07,-1.91,0.05602000000000002,0.28323670199249423,4.52,8.896e-05,0.00250758071653769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
36476,chr1,164930292,164930631,164930439,164930458,4.42e-06,+,2,137,Distal,164930448,164787487.0,165114488.0,13,0,137,23,9,771,3.1,1.51,1.29,7.47,2.11e-13,1.2832024646643112e-10,0.59,0.5535,0.8578356562673065,2.33,0.02669,0.13974665741318198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
38946,chr1,173545744,173546123,N,N,N,N,N,146,Intron,173545933,173202547.0,173824670.0,13,0,146,23,9,771,2.49,0.32,1.23,5.37,1.0449999999999999e-07,1.5222350931019891e-05,-2.5,0.012490000000000001,0.09945381183709824,4.34,0.0001485,0.0036478753434433533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
40386,chr1,178548105,178548466,178548311,178548330,3.92e-06,-,2,124,Exon,178548320,178448320.0,178768529.0,12,0,124,23,9,771,4.42,0.95,1.77,4.95,9.212000000000001e-07,9.688065915062634e-05,-0.98,0.3291,0.7146434507362126,3.04,0.004815,0.04454878017148693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,TEX35,,,0,,0
40401,chr1,178587998,178588325,178588155,178588174,2.5e-05,-,1,148,Distal,178588164,178488164.0,178768529.0,12,0,148,23,9,771,2.49,1.1,1.4,4.19,3.126e-05,0.0018168248661882653,-0.75,0.455,0.8044956158374341,2.23,0.03356,0.1616557437429593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,TEX35,,,0,,0
48067,chr1,205066186,205066460,205066322,205066341,8.08e-05,-,1,119,Intron,205066331,204966331.0,205166331.0,16,0,119,23,9,771,7.99,0.93,3.43,5.46,6.229e-08,9.803896298582531e-06,-1.9,0.05732,0.28744928415853843,4.75,4.662e-05,0.0015583665928623454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
49272,chr1,208449990,208450289,208450122,208450141,8.03e-06,-,1,123,Distal,208450131,208245414.0,208652505.0,12,0,123,23,9,771,4.81,0.35,1.76,4.72,2.8060000000000003e-06,0.00024495711057570383,-1.4,0.1632,0.5251989641084134,3.26,0.002799,0.030458282293247343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
54328,chr1,225883933,225884253,225884105,225884124,2.11e-05,-,1,135,Promoter,225884114,225784114.0,225984114.0,14,0,135,23,9,771,6.53,1.37,2.16,8.54,6.770000000000001e-17,8.843765332068313e-14,-1.02,0.3083,0.6961834402655593,3.21,0.003147,0.03307612309923664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,LEFTY1,,,0,,0
56089,chr1,231291009,231291317,231291146,231291165,4.08e-05,-,1,154,Distal,231291155,231191155.0,231391155.0,13,0,154,23,9,771,3.37,0.45,1.63,4.47,8.995e-06,0.0006460530886802293,-1.92,0.05461,0.2786577303487381,3.99,0.0003933,0.007443345219375411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
57815,chr1,236510142,236510612,236510339,236510358,8.38e-06,+,1,103,Distal,236510348,236410348.0,236610348.0,12,0,103,23,9,771,2.18,0.73,1.0,5.48,5.7699999999999994e-08,9.177463060753059e-06,-0.82,0.4148,0.7791572397196173,2.66,0.01237,0.08469875307082543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
61900,chr2,3626719,3627090,3626876,3626895,4.58e-06,+,1,142,Intron,3626885,3379919.0,3728638.0,12,0,142,23,9,771,2.82,0.48,1.48,3.7,0.00023080000000000005,0.009207777770050996,-1.78,0.07612000000000001,0.3433709586276489,2.89,0.00717,0.05854835221274628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
64195,chr2,11112092,11112379,N,N,N,N,N,134,Intron,11112235,11012235.0,11212235.0,14,0,134,23,9,771,6.32,0.28,1.54,9.99,3.26e-22,1.020126609090909e-18,-1.75,0.07971,0.35313025251777724,3.7,0.0008533,0.01307011827122038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
74985,chr2,50872575,50872855,N,N,N,N,N,132,Intron,50872715,50492656.0,51872715.0,11,0,132,23,9,771,3.85,0.36,1.49,5.42,7.969e-08,1.2102560558129273e-05,-1.71,0.08841,0.3757501413137425,2.79,0.00914,0.06907718805576903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,NRXN1,,,0,,0
75211,chr2,52632602,52632871,52632735,52632754,6.07e-05,-,1,74,Distal,52632744,51632744.0,53423085.0,11,0,74,23,9,771,2.47,0.29,0.99,4.28,2.085e-05,0.0012993341766995565,-1.29,0.1982,0.5773759015241915,3.32,0.002398,0.027339693986718115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,NRXN1,,,0,,0
77432,chr2,61851294,61851585,61851449,61851468,2.32e-06,-,1,96,Intron,61851458,61751458.0,61951458.0,11,0,96,23,9,771,3.66,0.36,1.54,5.45,6.914e-08,1.0708207212598423e-05,-1.93,0.05338,0.27470259779480466,4.34,0.000149,0.003657156339132915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,-14.75,2,-4.5,1
80516,chr2,72027511,72027933,72027675,72027694,7.36e-08,-,2,150,Distal,72027684,71924124.0,72137657.0,11,0,150,23,9,771,2.3,0.13,1.28,4.0,6.948e-05,0.00348731750656168,-2.82,0.00489,0.04877169984353269,6.97,9.6e-08,1.388572863235294e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
82561,chr2,82987589,82988056,82987894,82987913,1.82e-05,-,1,148,Distal,82987903,81987903.0,83987903.0,13,0,148,23,9,771,3.26,0.31,1.05,6.81,1.928e-11,7.748342743724459e-09,-1.5,0.1344,0.4751541016607952,3.01,0.0052829999999999995,0.04750235629016247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
84433,chr2,94737159,94737497,94737416,94737435,1.11e-05,+,2,105,Distal,94737425,94586233.0,94874413.0,13,0,105,23,9,771,2.21,0.15,0.88,4.43,1.07e-05,0.0007449626112459546,-1.55,0.1207,0.4489156030859329,3.63,0.001056,0.015230155741311044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
84726,chr2,96117858,96118125,N,N,N,N,N,152,Promoter,96117991,96017991.0,96217991.0,12,0,152,23,9,771,6.61,1.07,3.85,3.7,0.00023260000000000002,0.009267773202917006,-2.36,0.01864,0.13329507177729305,5.36,8.526000000000001e-06,0.0004366246860075877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
85749,chr2,99653465,99653742,99653601,99653620,3.71e-06,-,1,147,Intron,99653610,99553610.0,100243128.0,15,0,147,23,9,771,3.99,0.5,1.58,6.31,4.716999999999999e-10,1.3638469521209572e-07,-1.82,0.06976,0.3253779347818723,3.75,0.0007549,0.01195580776893347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,AFF3,,,0,,0
93090,chr2,129794343,129794663,129794459,129794478,7.38e-05,-,1,65,Distal,129794468,129397394.0,129923440.0,11,0,65,23,9,771,2.11,0.24,0.72,5.99,3.247e-09,7.501103902684563e-07,-1.31,0.1899,0.5659741331763259,3.38,0.002049,0.024459702115484653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
94530,chr2,135424877,135425214,135425031,135425050,1.47e-05,+,1,145,Intron,135425040,135004421.0,135710086.0,16,0,145,23,9,771,4.92,0.27,1.48,7.39,3.831e-13,2.2286725988175673e-10,-1.66,0.09648,0.3956611063322809,4.8,4.101e-05,0.0014172928358433734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
95263,chr2,138621156,138621507,138621333,138621352,1.54e-05,-,1,144,Distal,138621342,138374138.0,138846427.0,15,0,144,23,9,771,4.09,0.4,1.25,9.91,7.159e-22,2.1807359340707958e-18,-1.91,0.0562,0.28382576972453505,5.49,5.897000000000001e-06,0.0003289309522767785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
95326,chr2,138917080,138917372,138917220,138917239,3.57e-05,+,1,98,Distal,138917229,138817229.0,139917229.0,13,0,98,23,9,771,5.32,0.17,1.47,5.32,1.364e-07,1.9179271977124186e-05,-1.16,0.247,0.6358348994693958,3.33,0.002326,0.026749621696568776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
95446,chr2,140027362,140027676,140027520,140027539,6.59e-06,+,1,134,Distal,140027529,139027529.0,140863942.0,11,0,134,23,9,771,2.68,0.21,1.26,5.08,4.659e-07,5.439943539687924e-05,-2.39,0.017240000000000002,0.1259954134907323,4.56,7.989e-05,0.0023147555896464644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
96005,chr2,143720360,143720631,N,N,N,N,N,150,Intron,143720495,143620495.0,144720495.0,11,0,150,23,9,771,4.14,0.22,1.87,3.97,7.716e-05,0.003802647407831628,-1.83,0.06763999999999999,0.31919208664358906,3.96,0.0004224,0.007847588978545407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,ZEB2,,,0,,0
96624,chr2,147451948,147452272,N,N,N,N,N,109,Distal,147452110,147083052.0,147911146.0,11,0,109,23,9,771,2.68,0.46,1.16,5.13,3.734000000000001e-07,4.510605169327953e-05,-1.52,0.1278,0.4628495849247183,4.22,0.0002069,0.004666206719082719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
98557,chr2,156695672,156696049,N,N,N,N,N,140,Distal,156695860,156335704.0,156892699.0,13,0,140,23,9,771,2.12,0.52,1.15,3.98,7.653e-05,0.003775653674215279,-1.65,0.09979,0.4035452334686349,3.49,0.001527,0.01982706682384006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
100763,chr2,166013889,166014257,N,N,N,N,N,99,Intron,166014073,165914073.0,166128109.0,11,0,99,23,9,771,2.74,0.52,1.11,7.87,1.166e-14,9.111330465380248e-12,-1.84,0.0662,0.3148528107663717,4.99,2.378e-05,0.0009418814579138141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
101727,chr2,170395046,170395371,170395193,170395212,5.19e-05,-,1,148,Intron,170395202,170295202.0,170812942.0,15,0,148,23,9,771,4.14,0.54,2.05,4.68,3.441e-06,0.000290673775515211,-2.15,0.032060000000000005,0.19543129888874133,4.61,6.915e-05,0.0020847324436172533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
103874,chr2,177812560,177813169,177812873,177812892,9.71e-05,-,1,133,Intron,177812882,177712882.0,177912882.0,12,0,133,23,9,771,2.28,0.78,1.02,6.39,2.835e-10,8.548822667542707e-08,-0.8,0.4257,0.7862894341029948,3.47,0.001593,0.02042477412325629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0,,0
